City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
209,minas de marcona,-15.2119,-75.1103,14.47,85,87,4.28,PE,1701834713
210,bandarbeyla,9.4942,50.8122,25.04,65,11,8.48,SO,1701834714
211,punta arenas,-53.15,-70.9167,7.06,57,0,20.58,CL,1701834714
212,remire-montjoly,4.9167,-52.2667,25.02,94,100,0.0,GF,1701834714
213,petropavlovsk-kamchatsky,53.0452,158.6483,-3.67,87,0,7.6,RU,1701834714
214,esil,51.9556,66.4042,-13.27,94,67,4.51,KZ,1701834714
215,pampas,-12.4,-74.9,11.39,81,100,0.1,PE,1701834714
216,carlsbad,33.1581,-117.3506,21.04,57,0,0.89,US,1701834576
217,constantia,44.1833,28.65,4.38,82,100,6.39,RO,1701834714
218,san pedro de macoris,18.4616,-69.2972,24.07,90,0,3.32,DO,1701834715
219,marion,39.7684,-86.1555,3.91,90,100,5.66,US,1701834715
220,plouzane,48.3833,-4.6167,4.03,93,0,3.09,FR,1701834715
221,bouarfa,32.53,-1.95,9.43,53,95,3.29,MA,1701834715
222,flying fish cove,-10.4217,105.6791,28.82,74,40,4.12,CX,1701834715
223,langxiang,46.95,128.8833,-3.6,68,94,3.3,CN,1701834715
224,veraval,20.9,70.3667,25.35,59,4,6.83,IN,1701834715
225,dalumangcob,7.2167,124.3,25.08,94,100,2.83,PH,1701834716
226,sarangani,5.4033,125.4636,27.48,80,100,3.6,PH,1701834716
227,safonovo,55.15,33.2167,-16.49,99,90,1.38,RU,1701834716
228,luena,-11.7833,19.9167,17.1,100,0,2.06,AO,1701834716
229,sinop,41.7711,34.8709,6.77,79,1,1.79,TR,1701834605
230,danilovka,50.3557,44.1168,-7.32,97,65,1.12,RU,1701834716
231,kakching,24.4833,93.9833,19.88,73,100,0.2,IN,1701834716
232,gilgit,35.9221,74.3087,5.78,29,0,1.35,PK,1701834716
233,sao tome,0.3365,6.7273,26.36,82,98,2.22,ST,1701834717
234,telimele,10.9167,-13.3333,19.51,81,0,0.31,GN,1701834717
235,zouerate,22.7187,-12.4521,20.48,32,100,2.98,MR,1701834717
236,prado,-17.3411,-39.2208,24.36,90,2,2.9,BR,1701834717
237,inverloch,-38.6333,145.7167,17.37,56,69,4.12,AU,1701834717
238,hasaki,35.7333,140.8333,16.27,76,91,7.38,JP,1701834717
239,vila franca do campo,37.7167,-25.4333,19.23,99,99,8.93,PT,1701834717
240,atafu village,-8.5421,-172.5159,29.27,71,94,3.34,TK,1701834718
241,alice springs,-23.7,133.8833,38.75,9,0,2.57,AU,1701834718
242,ad dabbah,18.05,30.95,19.22,20,28,3.98,SD,1701834718
243,hastings,50.8552,0.5729,3.47,53,59,3.93,GB,1701834718
244,veglie,40.3351,17.9652,11.08,94,40,1.03,IT,1701834718
245,praia da vitoria,38.7333,-27.0667,19.14,88,75,13.77,PT,1701834718
246,manacapuru,-3.2997,-60.6206,25.53,79,30,1.55,BR,1701834718
247,canto do buriti,-8.11,-42.9444,27.76,49,61,1.7,BR,1701834719
248,ambodifotatra,-16.9833,49.85,24.03,94,40,1.03,MG,1701834719
249,loreto,22.2667,-101.9667,14.09,73,100,4.33,MX,1701834719
250,alaghsas,17.0187,8.0168,19.91,20,0,4.52,NE,1701834719
251,kapoeta,4.7717,33.5903,26.09,56,19,1.51,SS,1701834719
252,antonio enes,-16.2325,39.9086,26.84,74,30,0.79,MZ,1701834719
253,tapes,-30.6733,-51.3958,21.05,91,96,6.66,BR,1701834719
254,takoradi,4.8845,-1.7554,26.0,84,23,2.42,GH,1701834720
255,ancud,-41.8697,-73.8203,10.07,91,0,1.34,CL,1701834720
256,ingeniero jacobacci,-41.3427,-69.5448,16.48,39,41,5.18,AR,1701834720
257,tres barras,-26.1064,-50.3222,17.94,99,100,0.95,BR,1701834720
258,katsuura,35.1333,140.3,15.13,59,87,5.29,JP,1701834720
259,puerto palomas,31.7667,-107.6167,12.78,32,94,2.94,MX,1701834720
260,lerwick,60.1545,-1.1494,-2.0,72,14,1.07,GB,1701834720
261,el tigre,8.8875,-64.2454,23.53,80,84,5.52,VE,1701834721
262,huarmey,-10.0681,-78.1522,20.01,86,100,4.0,PE,1701834721
263,gurzuf,44.55,34.2833,5.65,72,67,3.47,UA,1701834721
264,motilla del palancar,39.5709,-1.9068,4.78,83,100,1.34,ES,1701834721
265,mount gambier,-37.8333,140.7667,22.12,30,84,3.4,AU,1701834721
266,howrah,22.5892,88.3103,24.0,73,75,3.09,IN,1701834721
267,nguigmi,14.2495,13.1092,20.75,26,59,5.05,NE,1701834721
268,kovur,14.4833,79.9833,28.4,69,80,3.08,IN,1701834722
269,saint-philippe,-21.3585,55.7679,25.06,71,0,2.68,RE,1701834722
270,oume,35.7839,139.2431,16.6,48,0,3.09,JP,1701834722
271,portage la prairie,49.9728,-98.2926,-1.05,65,100,6.44,CA,1701834681
272,ugoofaaru,5.6667,73.0,28.15,74,74,1.44,MV,1701834722
273,sitka,57.0531,-135.33,6.94,76,100,6.69,US,1701834723
274,pangody,65.85,74.4859,-37.57,97,36,2.47,RU,1701834723
275,gazojak,41.1875,61.4036,7.2,88,79,6.3,TM,1701834723
276,jayapura,-2.5333,140.7,32.66,69,100,3.81,ID,1701834724
277,chadron,42.8294,-102.9999,1.86,86,0,3.09,US,1701834724
278,bitam,2.076,11.5007,20.12,98,93,0.79,GA,1701834724
279,acarau,-2.8856,-40.12,27.23,79,36,6.83,BR,1701834724
280,juan griego,11.0817,-63.9655,25.8,85,41,6.29,VE,1701834724
281,khanpur,28.6453,70.6567,20.81,29,3,2.01,PK,1701834725
282,glace bay,46.1969,-59.957,-1.69,73,100,5.66,CA,1701834725
283,chipinge,-20.1883,32.6236,16.09,84,26,2.02,ZW,1701834725
284,uturoa,-16.7333,-151.4333,23.96,89,100,5.08,PF,1701834725
285,espirito santo do pinhal,-22.1158,-46.6828,19.87,91,97,1.52,BR,1701834560
286,murray,40.6669,-111.888,7.94,75,0,0.45,US,1701834487
287,port alfred,-33.5906,26.891,17.88,80,99,1.34,ZA,1701834726
288,george town,5.4112,100.3354,32.19,71,20,2.57,MY,1701834682
289,san antonio de pale,-1.4014,5.6325,26.31,80,100,2.49,GQ,1701834726
290,ahtari,62.554,24.0619,-12.26,98,98,1.18,FI,1701834726
291,tamanrasset,22.785,5.5228,9.95,29,0,2.57,DZ,1701834726
292,natal,-5.795,-35.2094,26.36,83,20,3.6,BR,1701834583
293,wuyang,31.9925,116.2472,15.94,15,0,6.97,CN,1701834727
294,utrik,11.2278,169.8474,27.49,76,63,8.56,MH,1701834727
295,port augusta,-32.5,137.7667,36.18,18,63,6.49,AU,1701834727
296,amstetten,48.1229,14.8721,0.01,84,100,0.67,AT,1701834727
297,dakhla,23.6848,-15.958,19.18,88,100,6.08,EH,1701834727
298,bentota,6.4254,79.9948,27.92,78,59,2.56,LK,1701834727
299,nantucket,41.2835,-70.0995,3.41,77,100,3.09,US,1701834728
300,hafar al-batin,28.4328,45.9708,10.32,53,0,0.0,SA,1701834728
301,senador jose porfirio,-2.5908,-51.9542,24.4,88,83,1.51,BR,1701834728
302,box elder,41.5005,-112.8764,4.43,87,91,1.39,US,1701834728
303,pahrump,36.2083,-115.9839,14.03,40,0,0.6,US,1701834728
304,olawa,50.9466,17.2926,-1.7,93,100,2.62,PL,1701834729
305,dingzhou,38.5131,114.9956,11.06,21,0,2.06,CN,1701834729
306,mitsamiouli,-11.3847,43.2844,27.87,76,88,1.96,KM,1701834729
307,patong,7.8961,98.2966,29.08,76,93,5.36,TH,1701834729
308,cidreira,-30.1811,-50.2056,21.3,92,85,8.47,BR,1701834729
309,carutapera,-1.195,-46.02,24.97,93,70,2.69,BR,1701834729
310,atar,20.5169,-13.0499,20.84,28,73,2.0,MR,1701834729
311,bayanhongor,46.7167,100.1167,-11.35,64,19,0.89,MN,1701834730
312,kiunga,-6.1219,141.2906,31.01,60,100,1.67,PG,1701834730
313,santa elena de uairen,4.6167,-61.1333,20.0,68,40,1.9,VE,1701834730
314,zuni pueblo,35.0725,-108.8506,-0.65,58,0,2.21,US,1701834730
315,la manga del mar menor,37.6413,-0.7165,13.01,92,100,3.09,ES,1701834730
316,kittila,67.6647,24.8936,-12.92,85,75,2.57,FI,1701834730
317,vytegra,61.0064,36.4481,-11.47,96,99,0.89,RU,1701834731
318,quang ngai,15.1167,108.8,27.45,75,27,2.33,VN,1701834731
319,presidente epitacio,-21.7633,-52.1156,24.28,82,88,0.81,BR,1701834731
320,burang,30.25,81.1667,-7.21,60,1,0.85,CN,1701834731
321,kapuskasing,49.4169,-82.4331,-8.0,86,100,2.06,CA,1701834602
322,betio village,1.358,172.9211,31.02,78,63,7.05,KI,1701834731
323,rovaniemi,66.5,25.7167,-13.33,85,100,1.54,FI,1701834731
324,port macquarie,-31.4333,152.9167,25.37,69,5,6.25,AU,1701834377
325,kourou,5.1552,-52.6478,25.03,93,100,3.3,GF,1701834732
326,arhavi,41.3492,41.3069,10.95,78,100,0.45,TR,1701834732
327,gonaives,19.45,-72.6833,24.01,77,0,1.96,HT,1701834732
